mode,example,elapsed_ms
remove-redundant-parts+remove-redundant-sets+generate-less,fred2,30005
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred2,30005
smart-kleene-order,fred2,30003
bidirectional+smart-kleene-order,fred2,30005
remove-redundant-parts+smart-kleene-order,fred2,30003
bidirectional+remove-redundant-parts+smart-kleene-order,fred2,30004
remove-redundant-sets+smart-kleene-order,fred2,30004
bidirectional+remove-redundant-sets+smart-kleene-order,fred2,30004
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2,30004
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2,30005
generate-less+smart-kleene-order,fred2,30807
bidirectional+generate-less+smart-kleene-order,fred2,30006
remove-redundant-parts+generate-less+smart-kleene-order,fred2,30004
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,fred2,30786
remove-redundant-sets+generate-less+smart-kleene-order,fred2,30004
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,fred2,30004
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2,30799
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2,30145
regular,fred_arith,6553
bidirectional,fred_arith,30004
remove-redundant-parts,fred_arith,6284
bidirectional+remove-redundant-parts,fred_arith,30005
remove-redundant-sets,fred_arith,7810
bidirectional+remove-redundant-sets,fred_arith,30003
remove-redundant-parts+remove-redundant-sets,fred_arith,8264
bidirectional+remove-redundant-parts+remove-redundant-sets,fred_arith,30003
generate-less,fred_arith,10804
bidirectional+generate-less,fred_arith,30004
remove-redundant-parts+generate-less,fred_arith,8529
bidirectional+remove-redundant-parts+generate-less,fred_arith,30003
remove-redundant-sets+generate-less,fred_arith,8657
bidirectional+remove-redundant-sets+generate-less,fred_arith,30005
remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith,10088
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith,30004
smart-kleene-order,fred_arith,7203
bidirectional+smart-kleene-order,fred_arith,30003
remove-redundant-parts+smart-kleene-order,fred_arith,6685
bidirectional+remove-redundant-parts+smart-kleene-order,fred_arith,30004
remove-redundant-sets+smart-kleene-order,fred_arith,10060
bidirectional+remove-redundant-sets+smart-kleene-order,fred_arith,30004
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred_arith,7201
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred_arith,30004
generate-less+smart-kleene-order,fred_arith,30405
bidirectional+generate-less+smart-kleene-order,fred_arith,30003
remove-redundant-parts+generate-less+smart-kleene-order,fred_arith,16435
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,fred_arith,30003
remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,9165
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,30004
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,19546
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,30798
regular,fred_arith_simplified_until_1,1570
bidirectional,fred_arith_simplified_until_1,1570
remove-redundant-parts,fred_arith_simplified_until_1,1574
bidirectional+remove-redundant-parts,fred_arith_simplified_until_1,1578
remove-redundant-sets,fred_arith_simplified_until_1,1508
bidirectional+remove-redundant-sets,fred_arith_simplified_until_1,1574
remove-redundant-parts+remove-redundant-sets,fred_arith_simplified_until_1,1622
bidirectional+remove-redundant-parts+remove-redundant-sets,fred_arith_simplified_until_1,1752
generate-less,fred_arith_simplified_until_1,1648
bidirectional+generate-less,fred_arith_simplified_until_1,1610
remove-redundant-parts+generate-less,fred_arith_simplified_until_1,1656
bidirectional+remove-redundant-parts+generate-less,fred_arith_simplified_until_1,1767
remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1565
bidirectional+remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1673
remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1600
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1655
smart-kleene-order,fred_arith_simplified_until_1,1590
bidirectional+smart-kleene-order,fred_arith_simplified_until_1,1665
remove-redundant-parts+smart-kleene-order,fred_arith_simplified_until_1,1642
bidirectional+remove-redundant-parts+smart-kleene-order,fred_arith_simplified_until_1,1737
remove-redundant-sets+smart-kleene-order,fred_arith_simplified_until_1,1758
bidirectional+remove-redundant-sets+smart-kleene-order,fred_arith_simplified_until_1,1664
